id,day,scenario_label,area,area_label,group_size,arrival_time,hour,stay_duration_minutes,seating_preference,seating_preference_label,result_level,result_label,score,candidate_count,top_store_name,top_store_category,top_store_total_seats,top_store_free_seats,top_store_occupied_seats,top_store_occupancy_ratio,top_store_max_contiguous,top_store_max_open_contiguous,top_store_max_split,top_store_available_tables,plan_kind,plan_table_count,occupancy_blocked,blocked_store_count,blocked_store_names,top_reason
req-00176,6,과 행사 뒤풀이,station,역 앞,11,01:51(+1),25시대(1시대),138,any,같은 매장이면 괜찮음,difficult,현재 조건에서는 어려움,0,0,조용한룸,이자카야,30,0,30,1,10,0,30,0,none,0,true,2,조용한룸 | 작은잔,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00180,6,소규모 술자리,front_gate,정문,4,01:54(+1),25시대(1시대),121,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,90,2,긴테이블집,한식주점,30,20,10,0.3333,10,10,30,3,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00227,7,조모임 뒤풀이,food_street,먹자골목,8,18:26,18시대,144,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,88.28,2,큰마당호프,호프,54,44,10,0.1852,18,18,54,11,together_combined,2,false,0,,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00223,7,동아리 소모임,campus_nearby,캠퍼스 주변,7,18:40,18시대,131,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,90.1,1,넓은홀식당,식당형 술집,48,48,0,0,18,18,48,11,together_combined,2,false,0,,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00220,7,친구 모임,food_street,먹자골목,6,18:57,18시대,131,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,76.7,2,반칸라운지,라운지,40,10,30,0.75,20,10,40,3,together_combined,2,false,0,,현재 좌석 점유율이 높습니다.
req-00213,7,동아리 전체 모임,back_gate,후문,9,19:06,19시대,115,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,0,0,후문마당,고깃집,36,8,28,0.7778,12,8,36,2,none,0,true,2,후문마당 | 둥근테이블,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00235,7,친구 모임,front_gate,정문,3,19:36,19시대,116,together,붙어 앉기 선호,inquiry_recommended,문의 권장,36.31,2,강의끝포차,포차,34,4,30,0.8824,8,4,34,2,together_combined,2,true,1,긴테이블집,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00236,7,학생회 행사 후 모임,food_street,먹자골목,10,19:37,19시대,145,split_ok,일부 분리 가능,difficult,현재 조건에서는 어려움,0,0,반칸라운지,라운지,40,8,32,0.8,20,8,40,2,none,0,true,2,반칸라운지 | 큰마당호프,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00214,7,소규모 술자리,back_gate,후문,4,19:50,19시대,114,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,87.37,3,골목분식포차,분식포차,14,10,4,0.2857,4,4,14,4,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00210,7,과 행사 뒤풀이,food_street,먹자골목,10,20:00,20시대,130,together,붙어 앉기 선호,inquiry_recommended,문의 권장,23.1,1,반칸라운지,라운지,40,4,36,0.9,20,4,40,1,together_combined,2,true,2,반칸라운지 | 큰마당호프,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00238,7,동아리 소모임,back_gate,후문,8,20:04,20시대,148,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,79.23,1,후문마당,고깃집,36,16,20,0.5556,12,12,36,4,together_combined,2,true,1,둥근테이블,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00224,7,친구 모임,food_street,먹자골목,4,20:05,20시대,118,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,44.2,2,반칸라운지,라운지,40,4,36,0.9,20,4,40,1,together_single,1,true,1,큰마당호프,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00216,7,소규모 술자리,station,역 앞,3,20:12,20시대,100,together,붙어 앉기 선호,inquiry_recommended,문의 권장,35.5,2,작은잔,바,18,6,12,0.6667,4,2,18,3,split,2,true,1,작은잔,붙어 앉기 요청 기준으로는 현재 연속 좌석이 부족합니다.
req-00229,7,과 행사 뒤풀이,back_gate,후문,11,20:23,20시대,171,any,같은 매장이면 괜찮음,difficult,현재 조건에서는 어려움,0,0,후문마당,고깃집,36,4,32,0.8889,12,4,36,1,none,0,true,3,후문마당 | 둥근테이블 | 골목분식포차,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00215,7,친구 모임,front_gate,정문,3,20:38,20시대,82,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,41.31,1,강의끝포차,포차,34,4,30,0.8824,8,4,34,2,together_combined,2,true,1,긴테이블집,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00231,7,조모임 뒤풀이,back_gate,후문,5,21:09,21시대,123,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,85.27,2,후문마당,고깃집,36,20,16,0.4444,12,12,36,4,together_single,1,true,1,둥근테이블,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00233,7,친구 모임,campus_nearby,캠퍼스 주변,3,21:15,21시대,132,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,84.1,1,넓은홀식당,식당형 술집,48,22,26,0.5417,18,12,48,6,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00234,7,친구 모임,front_gate,정문,5,21:55,21시대,104,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,0,0,긴테이블집,한식주점,30,0,30,1,10,0,30,0,none,0,true,2,긴테이블집 | 강의끝포차,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00212,7,친구 모임,food_street,먹자골목,8,21:57,21시대,155,split_ok,일부 분리 가능,split_only,분리 착석 가능,48.37,1,큰마당호프,호프,54,12,42,0.7778,18,6,54,4,split,2,true,2,큰마당호프 | 반칸라운지,현재 좌석 점유율이 높습니다.
req-00230,7,학생회 행사 후 모임,station,역 앞,13,22:05,22시대,150,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,29.3,1,조용한룸,이자카야,30,8,22,0.7333,10,8,30,2,split,4,true,2,조용한룸 | 작은잔,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00217,7,동아리 전체 모임,campus_nearby,캠퍼스 주변,9,22:08,22시대,122,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,0,0,넓은홀식당,식당형 술집,48,8,40,0.8333,18,6,48,2,none,0,true,1,넓은홀식당,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00208,7,친구 모임,back_gate,후문,6,22:11,22시대,96,together,붙어 앉기 선호,inquiry_recommended,문의 권장,37,1,후문마당,고깃집,36,6,30,0.8333,12,6,36,1,together_single,1,true,1,둥근테이블,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00206,7,동아리 전체 모임,campus_nearby,캠퍼스 주변,9,22:17,22시대,137,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,35.5,1,넓은홀식당,식당형 술집,48,8,40,0.8333,18,6,48,2,together_combined,2,true,1,넓은홀식당,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00218,7,친구 모임,back_gate,후문,3,22:24,22시대,90,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,84.77,3,골목분식포차,분식포차,14,10,4,0.2857,4,4,14,4,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00205,7,동아리 전체 모임,front_gate,정문,9,22:48,22시대,178,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,50.6,2,긴테이블집,한식주점,30,16,14,0.4667,10,10,30,2,together_single,1,false,0,,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00222,7,소규모 술자리,station,역 앞,2,22:53,22시대,130,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,78.2,2,작은잔,바,18,6,12,0.6667,4,2,18,3,together_single,1,false,0,,현재 빈 테이블 기준으로 2인 테이블 1개 배정이 가능합니다.
req-00219,7,학생회 행사 후 모임,back_gate,후문,13,23:04,23시대,148,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,26.53,2,후문마당,고깃집,36,4,32,0.8889,12,4,36,1,split,3,true,3,후문마당 | 둥근테이블 | 골목분식포차,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00226,7,동아리 소모임,back_gate,후문,7,23:09,23시대,142,split_ok,일부 분리 가능,split_only,분리 착석 가능,51.57,3,골목분식포차,분식포차,14,10,4,0.2857,4,4,14,4,split,3,true,2,후문마당 | 둥근테이블,붙어 앉기는 어렵지만 현재 빈 테이블 3개로 분리 착석은 가능합니다.
req-00221,7,친구 모임,station,역 앞,5,23:16,23시대,132,any,같은 매장이면 괜찮음,split_only,분리 착석 가능,48.4,1,작은잔,바,18,6,12,0.6667,4,2,18,3,split,3,true,1,조용한룸,붙어 앉기는 어렵지만 현재 빈 테이블 3개로 분리 착석은 가능합니다.
req-00225,7,친구 모임,front_gate,정문,3,00:03(+1),24시대(0시대),123,together,붙어 앉기 선호,inquiry_recommended,문의 권장,39.81,1,강의끝포차,포차,34,4,30,0.8824,8,4,34,1,together_single,1,true,1,긴테이블집,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00228,7,MT 뒤풀이,back_gate,후문,9,00:05(+1),24시대(0시대),120,split_ok,일부 분리 가능,split_only,분리 착석 가능,46.8,1,둥근테이블,술집,30,12,18,0.6,4,4,30,4,split,3,true,2,후문마당 | 골목분식포차,붙어 앉기는 어렵지만 현재 빈 테이블 3개로 분리 착석은 가능합니다.
req-00232,7,친구 모임,campus_nearby,캠퍼스 주변,4,00:09(+1),24시대(0시대),82,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,88.5,1,넓은홀식당,식당형 술집,48,26,22,0.4583,18,18,48,6,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00209,7,친구 모임,front_gate,정문,3,00:26(+1),24시대(0시대),116,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,80.42,2,강의끝포차,포차,34,8,26,0.7647,8,8,34,2,together_single,1,true,1,긴테이블집,현재 좌석 점유율이 높습니다.
req-00211,7,동아리 소모임,food_street,먹자골목,8,00:36(+1),24시대(0시대),131,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,89.61,1,큰마당호프,호프,54,50,4,0.0741,18,18,54,13,together_combined,2,true,1,반칸라운지,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00207,7,친구 모임,station,역 앞,4,00:50(+1),24시대(0시대),125,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,88.4,2,작은잔,바,18,12,6,0.3333,4,4,18,3,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00237,7,친구 모임,food_street,먹자골목,2,01:19(+1),25시대(1시대),95,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,84.4,2,큰마당호프,호프,54,18,36,0.6667,18,18,54,3,together_single,1,false,0,,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00257,8,친구 모임,front_gate,정문,4,18:10,18시대,130,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,91.18,2,강의끝포차,포차,34,26,8,0.2353,8,8,34,8,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00240,8,조모임 뒤풀이,food_street,먹자골목,7,18:50,18시대,131,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,87.43,2,큰마당호프,호프,54,42,12,0.2222,18,18,54,11,together_combined,2,false,0,,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00265,8,소규모 술자리,front_gate,정문,4,18:51,18시대,83,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,49.2,2,긴테이블집,한식주점,30,6,24,0.8,10,6,30,1,together_single,1,false,0,,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00250,8,조모임 뒤풀이,station,역 앞,5,19:15,19시대,123,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,0,0,조용한룸,이자카야,30,0,30,1,10,0,30,0,none,0,true,1,조용한룸,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00262,8,소규모 술자리,food_street,먹자골목,3,19:20,19시대,82,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,80,1,반칸라운지,라운지,40,8,32,0.8,20,8,40,3,together_single,1,true,1,큰마당호프,현재 좌석 점유율이 높습니다.
req-00261,8,소규모 술자리,front_gate,정문,3,19:45,19시대,89,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,44.31,2,강의끝포차,포차,34,4,30,0.8824,8,4,34,2,together_combined,2,true,1,긴테이블집,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00269,8,친구 모임,food_street,먹자골목,4,19:46,19시대,134,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,44.84,2,큰마당호프,호프,54,2,52,0.963,18,2,54,1,together_single,1,true,1,큰마당호프,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00258,8,MT 뒤풀이,front_gate,정문,13,20:10,20시대,126,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,26.8,1,긴테이블집,한식주점,30,4,26,0.8667,10,4,30,1,split,3,true,2,긴테이블집 | 강의끝포차,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00267,8,동아리 전체 모임,food_street,먹자골목,9,20:10,20시대,176,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,77.5,2,반칸라운지,라운지,40,24,16,0.4,20,20,40,5,together_combined,2,false,0,,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00239,8,조모임 뒤풀이,food_street,먹자골목,8,20:26,20시대,136,together,붙어 앉기 선호,inquiry_recommended,문의 권장,27.69,1,큰마당호프,호프,54,4,50,0.9259,18,4,54,1,together_combined,3,true,2,큰마당호프 | 반칸라운지,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00241,8,동아리 소모임,food_street,먹자골목,5,20:29,20시대,127,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,39.19,2,큰마당호프,호프,54,4,50,0.9259,18,4,54,1,together_combined,2,true,2,큰마당호프 | 반칸라운지,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00268,8,친구 모임,front_gate,정문,2,21:05,21시대,125,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,80.93,2,강의끝포차,포차,34,10,24,0.7059,8,8,34,3,together_single,1,false,0,,현재 빈 테이블 기준으로 2인 테이블 1개 배정이 가능합니다.
req-00271,8,동아리 소모임,back_gate,후문,6,21:06,21시대,109,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,51.8,2,후문마당,고깃집,36,12,24,0.6667,12,12,36,2,together_single,1,true,1,골목분식포차,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00251,8,친구 모임,campus_nearby,캠퍼스 주변,4,21:11,21시대,95,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,44,1,넓은홀식당,식당형 술집,48,4,44,0.9167,18,4,48,1,together_single,1,false,0,,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00246,8,동아리 소모임,food_street,먹자골목,6,21:37,21시대,151,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,50.1,2,반칸라운지,라운지,40,14,26,0.65,20,12,40,4,together_combined,2,true,1,큰마당호프,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00255,8,학생회 행사 후 모임,food_street,먹자골목,9,21:48,21시대,131,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,46.49,2,큰마당호프,호프,54,22,32,0.5926,18,12,54,5,together_combined,3,false,0,,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00242,8,소규모 술자리,campus_nearby,캠퍼스 주변,3,21:59,21시대,132,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,0,0,넓은홀식당,식당형 술집,48,2,46,0.9583,18,2,48,1,none,0,true,1,넓은홀식당,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00264,8,조모임 뒤풀이,back_gate,후문,7,22:07,22시대,116,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,0,0,후문마당,고깃집,36,0,36,1,12,0,36,0,none,0,true,3,후문마당 | 둥근테이블 | 골목분식포차,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00270,8,MT 뒤풀이,station,역 앞,11,22:24,22시대,132,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,0,0,조용한룸,이자카야,30,2,28,0.9333,10,2,30,1,none,0,true,2,조용한룸 | 작은잔,붙어 앉기 선호 요청이지만 이 매장의 최대 붙여 앉기 가능 인원은 10명입니다.
req-00243,8,동아리 소모임,campus_nearby,캠퍼스 주변,7,22:32,22시대,98,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,35.6,1,넓은홀식당,식당형 술집,48,2,46,0.9583,18,2,48,1,together_combined,2,true,1,넓은홀식당,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00256,8,친구 모임,food_street,먹자골목,2,22:34,22시대,127,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,78.2,2,반칸라운지,라운지,40,8,32,0.8,20,8,40,3,together_single,1,true,1,큰마당호프,현재 좌석 점유율이 높습니다.
req-00254,8,학생회 행사 후 모임,back_gate,후문,9,22:41,22시대,119,split_ok,일부 분리 가능,split_only,분리 착석 가능,41.4,2,둥근테이블,술집,30,10,20,0.6667,4,4,30,3,split,3,true,2,후문마당 | 골목분식포차,붙어 앉기는 어렵지만 현재 빈 테이블 3개로 분리 착석은 가능합니다.
req-00249,8,학생회 행사 후 모임,back_gate,후문,10,22:42,22시대,177,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,30.03,1,후문마당,고깃집,36,4,32,0.8889,12,4,36,1,split,2,true,3,후문마당 | 둥근테이블 | 골목분식포차,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00248,8,조모임 뒤풀이,back_gate,후문,8,22:48,22시대,94,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,37.63,1,후문마당,고깃집,36,4,32,0.8889,12,4,36,1,together_combined,2,true,3,후문마당 | 둥근테이블 | 골목분식포차,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00263,8,학생회 행사 후 모임,station,역 앞,13,23:09,23시대,162,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,37.1,1,조용한룸,이자카야,30,12,18,0.6,10,10,30,2,split,2,true,2,조용한룸 | 작은잔,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00259,8,조모임 뒤풀이,food_street,먹자골목,7,23:36,23시대,148,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,0,0,반칸라운지,라운지,40,4,36,0.9,20,4,40,1,none,0,true,2,반칸라운지 | 큰마당호프,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00272,8,조모임 뒤풀이,campus_nearby,캠퍼스 주변,5,23:36,23시대,146,together,붙어 앉기 선호,inquiry_recommended,문의 권장,39.7,1,넓은홀식당,식당형 술집,48,12,36,0.75,18,10,48,4,together_combined,2,false,0,,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00244,8,동아리 소모임,back_gate,후문,5,23:37,23시대,120,together,붙어 앉기 선호,inquiry_recommended,문의 권장,37.4,1,후문마당,고깃집,36,6,30,0.8333,12,6,36,1,together_single,1,true,2,둥근테이블 | 골목분식포차,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00252,8,MT 뒤풀이,front_gate,정문,10,23:43,23시대,166,split_ok,일부 분리 가능,split_only,분리 착석 가능,46.64,2,강의끝포차,포차,34,14,20,0.5882,8,8,34,3,split,2,true,1,긴테이블집,붙어 앉기는 어렵지만 현재 빈 테이블 2개로 분리 착석은 가능합니다.
req-00260,8,소규모 술자리,food_street,먹자골목,4,23:47,23시대,91,together,붙어 앉기 선호,inquiry_recommended,문의 권장,36.2,2,반칸라운지,라운지,40,4,36,0.9,20,4,40,1,together_single,1,false,0,,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00253,8,동아리 소모임,front_gate,정문,7,23:54,23시대,95,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,49.64,2,강의끝포차,포차,34,14,20,0.5882,8,8,34,3,together_combined,2,true,1,긴테이블집,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00266,8,친구 모임,back_gate,후문,2,00:21(+1),24시대(0시대),135,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,81.2,3,둥근테이블,술집,30,8,22,0.7333,4,4,30,2,together_single,1,true,1,후문마당,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00247,8,소규모 술자리,food_street,먹자골목,3,00:56(+1),24시대(0시대),120,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,90.04,2,큰마당호프,호프,54,38,16,0.2963,18,18,54,9,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00245,8,과 행사 뒤풀이,food_street,먹자골목,13,01:32(+1),25시대(1시대),172,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,84.3,2,반칸라운지,라운지,40,34,6,0.15,20,20,40,7,together_combined,2,false,0,,현재 빈 테이블 기준으로 2개 테이블 결합 배정이 가능합니다.
req-00296,9,친구 모임,station,역 앞,5,18:08,18시대,111,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,92,2,조용한룸,이자카야,30,30,0,0,10,10,30,7,together_single,1,false,0,,현재 빈 테이블 기준으로 룸 테이블 1개 배정이 가능합니다.
req-00280,9,과 행사 뒤풀이,back_gate,후문,13,18:13,18시대,130,together,붙어 앉기 선호,difficult,현재 조건에서는 어려움,2,0,후문마당,고깃집,36,30,6,0.1667,12,12,36,7,none,0,false,0,,붙어 앉기 선호 요청이지만 이 매장의 최대 붙여 앉기 가능 인원은 12명입니다.
req-00303,9,조모임 뒤풀이,food_street,먹자골목,5,18:16,18시대,94,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,93.6,2,반칸라운지,라운지,40,40,0,0,20,20,40,9,together_single,1,false,0,,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00285,9,조모임 뒤풀이,campus_nearby,캠퍼스 주변,5,18:25,18시대,154,together,붙어 앉기 선호,together_likely,같이 앉기 가능성 높음,92.1,1,넓은홀식당,식당형 술집,48,42,6,0.125,18,18,48,10,together_single,1,false,0,,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00278,9,과 행사 뒤풀이,station,역 앞,9,18:44,18시대,140,split_ok,일부 분리 가능,split_only,분리 착석 가능,55.6,1,조용한룸,이자카야,30,20,10,0.3333,10,8,30,6,split,3,true,2,조용한룸 | 작은잔,붙어 앉기는 어렵지만 현재 빈 테이블 3개로 분리 착석은 가능합니다.
req-00292,9,친구 모임,back_gate,후문,3,19:11,19시대,86,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,93.6,3,골목분식포차,분식포차,14,14,0,0,4,4,14,5,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00281,9,동아리 전체 모임,front_gate,정문,13,19:48,19시대,124,any,같은 매장이면 괜찮음,difficult,현재 조건에서는 어려움,0,0,긴테이블집,한식주점,30,0,30,1,10,0,30,0,none,0,true,2,긴테이블집 | 강의끝포차,현재 점유 중인 테이블 때문에 요청 인원에 맞는 빈 테이블 조합이 부족합니다.
req-00289,9,소규모 술자리,front_gate,정문,3,19:49,19시대,123,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,40.8,1,긴테이블집,한식주점,30,0,30,1,10,0,30,0,together_single,1,true,2,긴테이블집 | 강의끝포차,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00306,9,소규모 술자리,food_street,먹자골목,2,20:06,20시대,80,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,75.53,2,큰마당호프,호프,54,6,48,0.8889,18,6,54,3,together_single,1,false,0,,현재 좌석 점유율이 높습니다.
req-00300,9,동아리 전체 모임,campus_nearby,캠퍼스 주변,10,20:16,20시대,160,split_ok,일부 분리 가능,split_only,분리 착석 가능,39.5,1,넓은홀식당,식당형 술집,48,10,38,0.7917,18,6,48,3,split,3,true,1,넓은홀식당,현재 좌석 점유율이 높습니다.
req-00286,9,조모임 뒤풀이,food_street,먹자골목,5,20:34,20시대,148,together,붙어 앉기 선호,inquiry_recommended,문의 권장,31.19,1,큰마당호프,호프,54,4,50,0.9259,18,4,54,2,together_combined,2,true,2,큰마당호프 | 반칸라운지,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
req-00301,9,친구 모임,food_street,먹자골목,5,20:44,20시대,126,split_ok,일부 분리 가능,inquiry_recommended,문의 권장,50.66,1,큰마당호프,호프,54,16,38,0.7037,18,14,54,5,together_combined,2,true,1,반칸라운지,빈자리는 있으나 피크 시간대 점유와 테이블 결합 여유가 작아 문의가 필요합니다.
req-00279,9,동아리 소모임,front_gate,정문,6,20:45,20시대,90,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,83,1,긴테이블집,한식주점,30,14,16,0.5333,10,6,30,3,together_single,1,true,1,강의끝포차,현재 빈 테이블 기준으로 6인 긴 테이블 1개 배정이 가능합니다.
req-00283,9,친구 모임,front_gate,정문,4,20:46,20시대,116,split_ok,일부 분리 가능,together_likely,같이 앉기 가능성 높음,77.4,2,긴테이블집,한식주점,30,8,22,0.7333,10,4,30,2,together_single,1,false,0,,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00293,9,소규모 술자리,food_street,먹자골목,3,20:58,20시대,129,any,같은 매장이면 괜찮음,together_likely,같이 앉기 가능성 높음,81.71,1,큰마당호프,호프,54,14,40,0.7407,18,14,54,4,together_single,1,true,1,반칸라운지,현재 빈 테이블 기준으로 4인 테이블 1개 배정이 가능합니다.
req-00287,9,친구 모임,front_gate,정문,5,21:05,21시대,114,any,같은 매장이면 괜찮음,inquiry_recommended,문의 권장,43.21,2,강의끝포차,포차,34,4,30,0.8824,8,4,34,1,together_single,1,true,2,강의끝포차 | 긴테이블집,입장 가능 여부는 매장에 대기/정리 시간을 문의해야 합니다.
